post_id,url,description,create_time,digg_count,share_count,collect_count,comment_count,play_count,video_duration,hashtags,profile_username,profile_followers,is_verified,region,_search_keyword,_match_type,_match_sources,_match_source,_topic,_transcript
7581832801968803080,https://www.tiktok.com/@uke.seaman/video/7581832801968803080,Did he glow up😳#sleiman #luke #fyp #kogarahmarist @Luke ,2025-12-09T12:23:35.000Z,67,20,4,6,2903,7,"sleiman, luke, fyp, kogarahmarist",Luke Sleiman fanpage,56,False,AU,marist poll,source,marist,"description, hashtags",NO,
7433571711901011242,https://www.tiktok.com/@kennyjames.co/video/7433571711901011242,New National Polling Data Just In!  #DonaldTrump #kamalaharris #election #poll #vote ,2024-11-04T23:34:51.000Z,1358,79,146,90,70700,79,"donaldtrump, kamalaharris, election, poll, vote",Kenny James,29000,False,US,marist poll,source,Marist,"description, hashtags, transcript",YES,"Okay guys we've got the latest national polling data that just came in. It is a PBS NPR Marist poll. It is a national poll. Now this data is coming in less than 24 hours from the actual elections. This data is coming from likely polled individuals on a national scale. It is showing Kamala Harris at a four point lead over Donald Trump. Kamala Harris at 51 and Donald Trump at 47. Now there is a very slight margin of error but at this point if she continues down this road as we all suspect she will, Donald is done for. But there's more. Now one of the bigger concerns here that the Trump campaign is extremely worried about is Kamala Harris is now, look at this, she's eating away at the mail votes. Now as you can see Trump had a lead with men of 57% in October. Now it's down to just 51 with Harris closing in at 47. And of course Kamala Harris is holding a strong lead with women nationally. I want everyone to save this video and mark my word. Elon and Trump are panicking. Elon Musk is now begging men please get out and vote. Please. Because the truth of the matter is their lives actually depend on them winning this election."
7320895252838042888,https://www.tiktok.com/@bigvili91/video/7320895252838042888,Oua toe fai mai ia kihe kau Marist 🔥🔥‼️‼️Ouaaaana 😜 #Yessir #samoa #Tonga #fiji #samoantiktok #tongantiktok #fijiantiktok #tiktok #polyvibes #auckland #2023 #nz #rugbyfinals2023 #MaristCollegeTonga #tongasports #toloa💙🔥 ,2024-01-06T08:12:40.000Z,581,2,33,4,19800,29,"yessir, samoa, tonga, fiji, samoantiktok, tongantiktok, fijiantiktok, tiktok, polyvibes, auckland, 2023, nz, rugbyfinals2023, maristcollegetonga, tongasports, toloa💙🔥",Hofoa’s Finest,10600,False,NZ,marist poll,source,"Marist, marist","description, hashtags",NO,
7540172755451350293,https://www.tiktok.com/@marist.saints.gre/video/7540172755451350293,#Marist #saints #u12 #Arl,2025-08-19T06:01:26.000Z,82,11,11,3,3180,24,"Marist, saints, u12, Arl",Marist Saints Green,30,False,NZ,marist poll,source,Marist,"description, hashtags",NO,
7564390764747214098,https://www.tiktok.com/@_monicacrawley/video/7564390764747214098,3 meltdowns later #marist #formal ,2025-10-23T12:19:34.000Z,283,1,1,90,2839,12,"marist, formal",_monicacrawley,959,False,AU,marist poll,source,marist,"description, hashtags",NO,That beauty of her face was beyond my wildest dreams Like cherry blossoms blooming in the mountain in the early spring
7476357002990554386,https://www.tiktok.com/@word.on.the.street.brigg/video/7476357002990554386,This episode of Wors on the Street with Brigg we checked out Marist pedal Prix action!  #wordonthestreet #brigg #maristemerald #emerald #pedalprix #emeraldteens #fyp #carting #crashcourse #fun #emeraldcartingclub ,2025-02-28T06:43:40.000Z,233,83,19,19,10400,168,"wordonthestreet, brigg, maristemerald, emerald, pedalprix, emeraldteens, fyp, carting, crashcourse, fun, emeraldcartingclub",Word on the Street with Brigg,415,False,AU,marist poll,source,"Marist, marist","description, hashtags",NO,
7534515409773546808,https://www.tiktok.com/@ultramaristes2/video/7534515409773546808,"🔥 VICTOIRE MÉRITÉE POUR NOS LIONS DE L’ASC MARISTE 2 ! ❤️🤍 Félicitations à toute l’équipe pour cette belle victoire face à l’ASC Wallidan ! Vous avez montré du caractère, de la combativité et une vraie solidarité sur le terrain. Ce succès n’est pas seulement une victoire sportive, c’est le reflet de votre détermination et de votre engagement pour le club. 🙌🏽⚽️ Merci pour cette fierté que vous portez haut les couleurs rouge et blanche. Continuez à nous faire rêver, le meilleur reste à venir ! 💪🏽🔥 Mariste 2 jusqu’au bout ! ❤️🤍 @Big Laye👑 @R17🥇 @Yattassaye Habib @ASC MARISTES 2 @Asc mbollo de guediawaye 💛💚 @Asc Montagne 6💙🤍Officielle @Mouha96🇸🇳 @Samihrez @ASC MBAXAL 💙🤍 ",2025-08-04T00:08:01.000Z,498,10,22,18,5210,44,,Le lion rouge 🦁🔴⚪️,1070,False,SN,marist poll,source,"Marist, MARIST",description,NO,"L'idée c'est un peu fouf, Le moment de faire c'est pour que je puisse plus pousser Parce que là où je veux aller, Il faut que j'ai comme ma main Plus vite que la vitesse, mais j'ai laissé l'idée Pour faire mon vidéo Je suis en train de faire ce qu'il fallait que je fasse Parce que là où je suis en train de me mettre Je suis en train de me battre Je ne prends pas de temps, je ne suis pas en train de faire Je suis en train de me faire ma propre forme Pourquoi personne ne m'a fait ça Je ne prendrai pas les poils, Je ne prendrai pas le maquillage, Je ne prendrai pas le matériel Je ne prends pas de temps, je ne suis pas en train de me faire Parce que là où je veux aller, Il faut que je puisse plus pousser Parce que là où je veux aller, Il faut que je puisse plus pousser Parce que là où je veux aller, Il faut que je puisse plus me battre"
7538777272166239543,https://www.tiktok.com/@maristpoll/video/7538777272166239543,"We all knew that Neel and Tommy make a good duo on Poll Hub, but who knew that Neel was actually Tommy's Barber!? Tune in later today, it's an episode you won't want to miss! #barbershop #polling #barber #haircut #maristpoll",2025-08-15T11:46:20.000Z,21,3,1,1,240,57,"barbershop, polling, barber, haircut, maristpoll",MaristPoll,68,False,US,marist poll,source,marist,"description, hashtags",NO,"So the barbershop is, in your case, at your house. Neil and Tommy, what do you guys, do you guys have the same person you go to, the same place? I'll let Tommy go first on this. Yeah, so at school, Neil was my barber. Oh, wait a second, wait a second. What, what? Yeah, Neil was, he was like my full-time barber. I'd go there like every two weeks, and he would give me the best haircut ever. I can't find another person that can give me another haircut like that. So you're gonna fly to Indiana when he's in grad school and get your haircut every month or so, is that, you know? I've been telling him to come to Florida, I want a haircut, because whenever I go to my place, it's like, I walk out of there and I spent like $50. It's ridiculous, and Neil, I gotta pay like $20, and I get a better haircut, it's awesome. Do you tip him? Of course. He compensates me, compensates me very well."
7531364581197761800,https://www.tiktok.com/@apanuisouljah/video/7531364581197761800,Been enjoying putting these videos together hahahaha @leighbristowe_ congratulations again bro.... #hamiltonmaristrugbyclub #hamiltonmarist #waikato #Aotearoa ,2025-07-26T12:21:06.000Z,35,2,3,2,1781,55,"hamiltonmaristrugbyclub, hamiltonmarist, waikato, aotearoa",Apanui Souljah,7239,False,NZ,marist poll,source,marist,"description, hashtags",NO,
7566433354254388488,https://www.tiktok.com/@lils.hand.cock/video/7566433354254388488,7 years 💘#marist #fyp #nz #classof2025 ,2025-10-29T00:25:54.000Z,192,4,6,5,3258,11,"marist, fyp, nz, classof2025",🌸,853,False,NZ,marist poll,source,marist,"description, hashtags",NO,It hits me suddenly that this is the last day we're going to be at the same school. Six entire years of being in the same place every weekday are over.
7531872949993868552,https://www.tiktok.com/@forezonegolf/video/7531872949993868552,"Replying to @darbydraperbackup  Here's what happened at Marist! It was rough, I didn't sleep the night before (had work)...  I'll be back for round 2!  @jackson @Sleader @Alan @Wyldstyle  #bucketgolf #chipinchallenge #happygilmore #happygilmore2 #skill #pickleball #outdoorgames #sports #jet2 #pokemon #cardgames #golf #golftok #chipping #wedge #golfclub #stufftodo #brisbane #Marist #Northside #Queensland #australia ",2025-07-27T21:13:55.000Z,1003,298,56,99,30900,36,"bucketgolf, chipinchallenge, happygilmore, happygilmore2, skill, pickleball, outdoorgames, sports, jet2, pokemon, cardgames, golf, golftok, chipping, wedge, golfclub, stufftodo, brisbane, marist, northside, queensland, australia",ForeZoneGolf,6453,False,AU,marist poll,source,"Marist, marist","description, hashtags",NO,"Oh Is this your property is it yeah, sorry, all right last one It wasn't it I feel"
7599152445469560072,https://www.tiktok.com/@from18yards/video/7599152445469560072,Mic’d up with Marist Futsal.  Everyone’s a coach on the bench 🎙️ #bench #futsal #foryou #fyp #youthfutsal ,2026-01-25T04:32:39.000Z,660,104,33,34,16400,130,"bench, futsal, foryou, fyp, youthfutsal",From18Yards,84,False,NZ,marist poll,source,Marist,description,NO,"Good luck come here come here Hey, why are we like taking so long? Yeah, we've already At least six seven goals. Oh three three shut it on shut it on shut it on Oh, yeah. Oh, yeah, they're nice. I'm with him out Don't get him boy Just put a monitor I Can't undo it Oh That was TK No face no face That was that was all from the roof right there Ivy Anything so the mic six seven Oh"
7574910567475891469,https://www.tiktok.com/@pbsnews/video/7574910567475891469,"With the midterm elections now less than a year away, a new PBS News/NPR/Marist poll has signs of hope for Democrats and a few red flags for Republicans. Amna Nawaz and NPR's Domenico Montanaro break down the numbers and discuss what's resonating with voters. #pbsnewshour #newshour #pbsnews #politics #midterms #elections #npr #marist #democrat #republican",2025-11-20T21:30:00.000Z,1428,37,65,29,27200,322,"pbsnewshour, newshour, pbsnews, politics, midterms, elections, npr, marist, democrat, republican",pbsnews,3000000,True,US,marist poll,source,"Marist, marist","description, hashtags, transcript",YES,"With the midterm elections now less than a year away, a new PBS News-NPR-Marist poll has signs of hope for Democrats and a few red flags for Republicans. So what is resonating with voters? NPR senior political editor and correspondent Domenico Montanaro is here to break down the numbers. Good to see you. Hey, good to see you. Let's jump in. So Democrats came off some big election wins in New Jersey and New York City and Virginia a couple of weeks ago. Seems like they have an advantage. Midterms are still a long way off. But what does the poll show? And in a lot of places across the country, up and down the ballot, really. And I think that what this poll shows is that Democrats have a huge advantage right now. And the real issue is because of affordability. But what the poll shows is by 55 to 41 margin, Democrats, people say that they would pick a Democrat in their district if the midterm elections were held today. Now, why is that important? It's a plus 14 advantage on what's known as the congressional ballot. When you have that large of a lead, it is really indicative of a potential wave. I mean, if you look back to 2022, for example, Democrats had only between an average of zero to four points. They lost nine seats in 2018. Democrats had an advantage between six and 12 points in our poll, and they obviously won big 40 seat advantage. Now, most people don't expect that we're going to see a wave of that kind next year. But right now starts out with Democrats with a big advantage. And a big piece of that is because of independents and how they've slid away. I mean, a 61 to 28 percent margin, independents say that they would pick a Democrat. These are major red flags and warning signs for the Republican Party right now. And we know a lot can happen in the next year. But that also includes whatever happens on this redistricting front. We've seen efforts by President Trump and the Republicans, counter efforts by the Democrats in California. This is all tied up in the courts right now. But does any of this make the Democratic polling advantage moot? You know, it depends on how this winds up shaking out. But frankly, we're seeing some evidence in the past week or so that this could boomerang on Republicans potentially. You know, Trump wanted to get five seats out of Texas. A court this week said that Texas's maps got to go back to the drawing board. Now, eventually they might get what they want, but they're also banking a lot on Latinos in South Texas having moved toward Donald Trump. And what we're seeing in our polling in the elections is that Latinos have really slid away from Donald Trump and Republicans. They moved over because of affordability. And what we're hearing from a lot of those voters is that they don't feel that Trump has done enough to address lowering costs and that they are upset with how he's approached deportations in this country, feeling like, you know, they were OK with supporting criminals, but not OK with deporting people in their communities in the same way that they see it being conducted. And like we've talked about, prices are the real issue, right? I mean, when you look at the issues inside our poll, 57 percent say that lowering prices should be the administration's top priority. Nothing else comes close. You can see there immigration, 16 percent in second. And even a plurality of Republicans there say that lowering prices should be Trump's top priority. Meanwhile, if you look at the Republican Party, we have seen some rifts. We've been covering Marjorie Taylor Greene's break with the president, him calling her a traitor. But how are Americans looking at the president's performance right now? Yeah, I think that this is a huge reason why maybe there's an opening for other Republicans to show some independence. I think they're going to be watching what happens with Marjorie Taylor Greene to see if she suffers any political consequences, as Trump says that she will. If she doesn't, I wonder what that's going to mean as Trump continues to look further and further like a lame duck and is on the wrong side of these issues. In the polling here, only 39 percent say that they approve of the job that Trump is doing. And when you look inside the numbers, only 24 percent of independents approve of the job he's doing. Now, the other number, as you see, nine in 10 Republicans still sticking with the president. So it continues to put Republican candidates in a vice, because we're seeing that when Trump is not on the ballot, Republican MAGA base voters don't necessarily show up. We heard from a lot of Republican voters in this poll who said that they are pro-Trump, but they're not necessarily voting for Republican candidates. That is a real problem for them, because they need to be able to show some independence from Trump to be able to say, to appeal to those crossover voters and to independents. But they can't alienate the base. Can I ask you quickly about one more thing we saw in here? Some bigger frustrations among American voters with political institutions and beyond. What do you take away from that? People don't like anything. If you look at what they think about the confidence in institutions, really bad numbers here for almost everybody, including us in the media, by the way, only 25 percent approve of what we're doing. Full results, of course, always available online. Domenico Montanaro, NPR, always good to see you. Thank you. Thank you. Thank you."
